"Perioden;""Regio van vestiging"";""Regio van vertrek"";""Tussen gemeenten verhuisde personen (aantal)"""
"2013;""IJmond (CR)"";""Delfzijl en omgeving (CR)"";15"
"2014;""IJmond (CR)"";""Delfzijl en omgeving (CR)"";4"
"2015;""IJmond (CR)"";""Delfzijl en omgeving (CR)"";1"
"2016;""IJmond (CR)"";""Delfzijl en omgeving (CR)"";3"
"2017;""IJmond (CR)"";""Delfzijl en omgeving (CR)"";11"
"2018;""IJmond (CR)"";""Delfzijl en omgeving (CR)"";6"
"2019;""IJmond (CR)"";""Delfzijl en omgeving (CR)"";4"
"2020;""IJmond (CR)"";""Delfzijl en omgeving (CR)"";2"
"2011;""IJmond (CR)"";""Overig Groningen (CR)"";32"
"2012;""IJmond (CR)"";""Overig Groningen (CR)"";37"
"2013;""IJmond (CR)"";""Overig Groningen (CR)"";25"
"2014;""IJmond (CR)"";""Overig Groningen (CR)"";27"
"2015;""IJmond (CR)"";""Overig Groningen (CR)"";24"
"2016;""IJmond (CR)"";""Overig Groningen (CR)"";33"
"2017;""IJmond (CR)"";""Overig Groningen (CR)"";31"
"2018;""IJmond (CR)"";""Overig Groningen (CR)"";38"
"2019;""IJmond (CR)"";""Overig Groningen (CR)"";34"
"2020;""IJmond (CR)"";""Overig Groningen (CR)"";30"
"2011;""IJmond (CR)"";""Noord-Friesland (CR)"";73"
"2012;""IJmond (CR)"";""Noord-Friesland (CR)"";47"
"2013;""IJmond (CR)"";""Noord-Friesland (CR)"";65"
"2014;""IJmond (CR)"";""Noord-Friesland (CR)"";99"
"2015;""IJmond (CR)"";""Noord-Friesland (CR)"";82"
"2016;""IJmond (CR)"";""Noord-Friesland (CR)"";82"
"2017;""IJmond (CR)"";""Noord-Friesland (CR)"";82"
"2018;""IJmond (CR)"";""Noord-Friesland (CR)"";74"
"2019;""IJmond (CR)"";""Noord-Friesland (CR)"";81"
"2020;""IJmond (CR)"";""Noord-Friesland (CR)"";46"
"2011;""IJmond (CR)"";""Zuidwest-Friesland (CR)"";10"
"2012;""IJmond (CR)"";""Zuidwest-Friesland (CR)"";12"
"2013;""IJmond (CR)"";""Zuidwest-Friesland (CR)"";11"
"2014;""IJmond (CR)"";""Zuidwest-Friesland (CR)"";17"
"2015;""IJmond (CR)"";""Zuidwest-Friesland (CR)"";11"
"2016;""IJmond (CR)"";""Zuidwest-Friesland (CR)"";7"
"2017;""IJmond (CR)"";""Zuidwest-Friesland (CR)"";18"
"2018;""IJmond (CR)"";""Zuidwest-Friesland (CR)"";34"
"2019;""IJmond (CR)"";""Zuidwest-Friesland (CR)"";28"
"2020;""IJmond (CR)"";""Zuidwest-Friesland (CR)"";16"
"2011;""IJmond (CR)"";""Zuidoost-Friesland (CR)"";18"
"2012;""IJmond (CR)"";""Zuidoost-Friesland (CR)"";26"
"2013;""IJmond (CR)"";""Zuidoost-Friesland (CR)"";24"
"2014;""IJmond (CR)"";""Zuidoost-Friesland (CR)"";19"
"2015;""IJmond (CR)"";""Zuidoost-Friesland (CR)"";13"
"2016;""IJmond (CR)"";""Zuidoost-Friesland (CR)"";21"
"2017;""IJmond (CR)"";""Zuidoost-Friesland (CR)"";20"
"2018;""IJmond (CR)"";""Zuidoost-Friesland (CR)"";6"
"2019;""IJmond (CR)"";""Zuidoost-Friesland (CR)"";15"
"2020;""IJmond (CR)"";""Zuidoost-Friesland (CR)"";12"
"2011;""IJmond (CR)"";""Noord-Drenthe (CR)"";7"
"2012;""IJmond (CR)"";""Noord-Drenthe (CR)"";6"
"2013;""IJmond (CR)"";""Noord-Drenthe (CR)"";16"
"2014;""IJmond (CR)"";""Noord-Drenthe (CR)"";9"
"2015;""IJmond (CR)"";""Noord-Drenthe (CR)"";34"
"2016;""IJmond (CR)"";""Noord-Drenthe (CR)"";83"
"2017;""IJmond (CR)"";""Noord-Drenthe (CR)"";120"
"2018;""IJmond (CR)"";""Noord-Drenthe (CR)"";11"
"2019;""IJmond (CR)"";""Noord-Drenthe (CR)"";12"
"2020;""IJmond (CR)"";""Noord-Drenthe (CR)"";3"
"2011;""IJmond (CR)"";""Zuidoost-Drenthe (CR)"";17"
"2012;""IJmond (CR)"";""Zuidoost-Drenthe (CR)"";25"
"2013;""IJmond (CR)"";""Zuidoost-Drenthe (CR)"";10"
"2014;""IJmond (CR)"";""Zuidoost-Drenthe (CR)"";20"
"2015;""IJmond (CR)"";""Zuidoost-Drenthe (CR)"";25"
"2016;""IJmond (CR)"";""Zuidoost-Drenthe (CR)"";8"
"2017;""IJmond (CR)"";""Zuidoost-Drenthe (CR)"";20"
"2018;""IJmond (CR)"";""Zuidoost-Drenthe (CR)"";14"
"2019;""IJmond (CR)"";""Zuidoost-Drenthe (CR)"";15"
"2020;""IJmond (CR)"";""Zuidoost-Drenthe (CR)"";20"
"2011;""IJmond (CR)"";""Zuidwest-Drenthe (CR)"";15"
"2012;""IJmond (CR)"";""Zuidwest-Drenthe (CR)"";14"
"2013;""IJmond (CR)"";""Zuidwest-Drenthe (CR)"";9"
"2014;""IJmond (CR)"";""Zuidwest-Drenthe (CR)"";16"
"2015;""IJmond (CR)"";""Zuidwest-Drenthe (CR)"";17"
"2016;""IJmond (CR)"";""Zuidwest-Drenthe (CR)"";17"
"2017;""IJmond (CR)"";""Zuidwest-Drenthe (CR)"";11"
"2018;""IJmond (CR)"";""Zuidwest-Drenthe (CR)"";14"
"2019;""IJmond (CR)"";""Zuidwest-Drenthe (CR)"";7"
"2020;""IJmond (CR)"";""Zuidwest-Drenthe (CR)"";9"
"2011;""IJmond (CR)"";""Noord-Overijssel (CR)"";25"
"2012;""IJmond (CR)"";""Noord-Overijssel (CR)"";16"
"2013;""IJmond (CR)"";""Noord-Overijssel (CR)"";16"
"2014;""IJmond (CR)"";""Noord-Overijssel (CR)"";32"
"2015;""IJmond (CR)"";""Noord-Overijssel (CR)"";31"
"2016;""IJmond (CR)"";""Noord-Overijssel (CR)"";28"
"2017;""IJmond (CR)"";""Noord-Overijssel (CR)"";13"
"2018;""IJmond (CR)"";""Noord-Overijssel (CR)"";10"
"2019;""IJmond (CR)"";""Noord-Overijssel (CR)"";29"
"2020;""IJmond (CR)"";""Noord-Overijssel (CR)"";28"
"2011;""IJmond (CR)"";""Zuidwest-Overijssel (CR)"";12"
"2012;""IJmond (CR)"";""Zuidwest-Overijssel (CR)"";7"
"2013;""IJmond (CR)"";""Zuidwest-Overijssel (CR)"";23"
"2014;""IJmond (CR)"";""Zuidwest-Overijssel (CR)"";8"
"2015;""IJmond (CR)"";""Zuidwest-Overijssel (CR)"";9"
"2016;""IJmond (CR)"";""Zuidwest-Overijssel (CR)"";9"
"2017;""IJmond (CR)"";""Zuidwest-Overijssel (CR)"";11"
"2018;""IJmond (CR)"";""Zuidwest-Overijssel (CR)"";6"
"2019;""IJmond (CR)"";""Zuidwest-Overijssel (CR)"";4"
"2020;""IJmond (CR)"";""Zuidwest-Overijssel (CR)"";11"
"2011;""IJmond (CR)"";""Twente (CR)"";55"
"2012;""IJmond (CR)"";""Twente (CR)"";40"
"2013;""IJmond (CR)"";""Twente (CR)"";30"
"2014;""IJmond (CR)"";""Twente (CR)"";46"
"2015;""IJmond (CR)"";""Twente (CR)"";39"
"2016;""IJmond (CR)"";""Twente (CR)"";35"
"2017;""IJmond (CR)"";""Twente (CR)"";53"
"2018;""IJmond (CR)"";""Twente (CR)"";34"
"2019;""IJmond (CR)"";""Twente (CR)"";23"
"2020;""IJmond (CR)"";""Twente (CR)"";19"
"2011;""IJmond (CR)"";""Veluwe (CR)"";34"
"2012;""IJmond (CR)"";""Veluwe (CR)"";41"
"2013;""IJmond (CR)"";""Veluwe (CR)"";43"
"2014;""IJmond (CR)"";""Veluwe (CR)"";50"
"2015;""IJmond (CR)"";""Veluwe (CR)"";69"
"2016;""IJmond (CR)"";""Veluwe (CR)"";78"
"2017;""IJmond (CR)"";""Veluwe (CR)"";80"
"2018;""IJmond (CR)"";""Veluwe (CR)"";64"
"2019;""IJmond (CR)"";""Veluwe (CR)"";54"
"2020;""IJmond (CR)"";""Veluwe (CR)"";61"
"2011;""IJmond (CR)"";""Achterhoek (CR)"";22"
"2012;""IJmond (CR)"";""Achterhoek (CR)"";13"
"2013;""IJmond (CR)"";""Achterhoek (CR)"";37"
"2014;""IJmond (CR)"";""Achterhoek (CR)"";22"
"2015;""IJmond (CR)"";""Achterhoek (CR)"";32"
"2016;""IJmond (CR)"";""Achterhoek (CR)"";18"
"2017;""IJmond (CR)"";""Achterhoek (CR)"";32"
"2018;""IJmond (CR)"";""Achterhoek (CR)"";30"
"2019;""IJmond (CR)"";""Achterhoek (CR)"";27"
"2020;""IJmond (CR)"";""Achterhoek (CR)"";19"
"2011;""IJmond (CR)"";""Arnhem/Nijmegen (CR)"";52"
"2012;""IJmond (CR)"";""Arnhem/Nijmegen (CR)"";34"
"2013;""IJmond (CR)"";""Arnhem/Nijmegen (CR)"";35"
"2014;""IJmond (CR)"";""Arnhem/Nijmegen (CR)"";42"
"2015;""IJmond (CR)"";""Arnhem/Nijmegen (CR)"";61"
"2016;""IJmond (CR)"";""Arnhem/Nijmegen (CR)"";45"
"2017;""IJmond (CR)"";""Arnhem/Nijmegen (CR)"";40"
"2018;""IJmond (CR)"";""Arnhem/Nijmegen (CR)"";50"
"2019;""IJmond (CR)"";""Arnhem/Nijmegen (CR)"";69"
"2020;""IJmond (CR)"";""Arnhem/Nijmegen (CR)"";54"
"2011;""IJmond (CR)"";""Zuidwest-Gelderland (CR)"";10"
"2012;""IJmond (CR)"";""Zuidwest-Gelderland (CR)"";6"
"2013;""IJmond (CR)"";""Zuidwest-Gelderland (CR)"";11"
"2014;""IJmond (CR)"";""Zuidwest-Gelderland (CR)"";21"
"2015;""IJmond (CR)"";""Zuidwest-Gelderland (CR)"";8"
"2016;""IJmond (CR)"";""Zuidwest-Gelderland (CR)"";11"
"2017;""IJmond (CR)"";""Zuidwest-Gelderland (CR)"";15"
"2018;""IJmond (CR)"";""Zuidwest-Gelderland (CR)"";9"
"2019;""IJmond (CR)"";""Zuidwest-Gelderland (CR)"";9"
"2020;""IJmond (CR)"";""Zuidwest-Gelderland (CR)"";11"
"2011;""IJmond (CR)"";""Utrecht (CR)"";165"
"2012;""IJmond (CR)"";""Utrecht (CR)"";178"
"2013;""IJmond (CR)"";""Utrecht (CR)"";148"
"2014;""IJmond (CR)"";""Utrecht (CR)"";176"
"2015;""IJmond (CR)"";""Utrecht (CR)"";160"
"2016;""IJmond (CR)"";""Utrecht (CR)"";218"
"2017;""IJmond (CR)"";""Utrecht (CR)"";187"
"2018;""IJmond (CR)"";""Utrecht (CR)"";165"
"2019;""IJmond (CR)"";""Utrecht (CR)"";163"
"2020;""IJmond (CR)"";""Utrecht (CR)"";174"
"2011;""IJmond (CR)"";""Kop van Noord-Holland (CR)"";163"
"2012;""IJmond (CR)"";""Kop van Noord-Holland (CR)"";215"
"2013;""IJmond (CR)"";""Kop van Noord-Holland (CR)"";205"
"2014;""IJmond (CR)"";""Kop van Noord-Holland (CR)"";218"
"2015;""IJmond (CR)"";""Kop van Noord-Holland (CR)"";290"
"2016;""IJmond (CR)"";""Kop van Noord-Holland (CR)"";290"
"2017;""IJmond (CR)"";""Kop van Noord-Holland (CR)"";239"
"2018;""IJmond (CR)"";""Kop van Noord-Holland (CR)"";228"
"2019;""IJmond (CR)"";""Kop van Noord-Holland (CR)"";250"
"2020;""IJmond (CR)"";""Kop van Noord-Holland (CR)"";258"
"2011;""IJmond (CR)"";""Alkmaar en omgeving (CR)"";474"
"2012;""IJmond (CR)"";""Alkmaar en omgeving (CR)"";506"
"2013;""IJmond (CR)"";""Alkmaar en omgeving (CR)"";514"
"2014;""IJmond (CR)"";""Alkmaar en omgeving (CR)"";543"
"2015;""IJmond (CR)"";""Alkmaar en omgeving (CR)"";688"
"2016;""IJmond (CR)"";""Alkmaar en omgeving (CR)"";824"
"2017;""IJmond (CR)"";""Alkmaar en omgeving (CR)"";811"
"2018;""IJmond (CR)"";""Alkmaar en omgeving (CR)"";656"
"2019;""IJmond (CR)"";""Alkmaar en omgeving (CR)"";631"
"2020;""IJmond (CR)"";""Alkmaar en omgeving (CR)"";759"
"2011;""IJmond (CR)"";""IJmond (CR)"";2597"
"2012;""IJmond (CR)"";""IJmond (CR)"";2743"
"2013;""IJmond (CR)"";""IJmond (CR)"";2491"
"2014;""IJmond (CR)"";""IJmond (CR)"";2662"
"2015;""IJmond (CR)"";""IJmond (CR)"";2888"
"2016;""IJmond (CR)"";""IJmond (CR)"";2968"
"2017;""IJmond (CR)"";""IJmond (CR)"";2754"
"2018;""IJmond (CR)"";""IJmond (CR)"";2506"
"2019;""IJmond (CR)"";""IJmond (CR)"";2560"
"2020;""IJmond (CR)"";""IJmond (CR)"";2656"
"2011;""IJmond (CR)"";""Agglomeratie Haarlem (CR)"";1091"
"2012;""IJmond (CR)"";""Agglomeratie Haarlem (CR)"";1015"
"2013;""IJmond (CR)"";""Agglomeratie Haarlem (CR)"";1055"
"2014;""IJmond (CR)"";""Agglomeratie Haarlem (CR)"";1249"
"2015;""IJmond (CR)"";""Agglomeratie Haarlem (CR)"";1545"
"2016;""IJmond (CR)"";""Agglomeratie Haarlem (CR)"";1641"
"2017;""IJmond (CR)"";""Agglomeratie Haarlem (CR)"";1685"
"2018;""IJmond (CR)"";""Agglomeratie Haarlem (CR)"";1534"
"2019;""IJmond (CR)"";""Agglomeratie Haarlem (CR)"";1939"
"2020;""IJmond (CR)"";""Agglomeratie Haarlem (CR)"";1842"
"2011;""IJmond (CR)"";""Zaanstreek (CR)"";264"
"2012;""IJmond (CR)"";""Zaanstreek (CR)"";290"
"2013;""IJmond (CR)"";""Zaanstreek (CR)"";273"
"2014;""IJmond (CR)"";""Zaanstreek (CR)"";372"
"2015;""IJmond (CR)"";""Zaanstreek (CR)"";425"
"2016;""IJmond (CR)"";""Zaanstreek (CR)"";458"
"2017;""IJmond (CR)"";""Zaanstreek (CR)"";504"
"2018;""IJmond (CR)"";""Zaanstreek (CR)"";487"
"2019;""IJmond (CR)"";""Zaanstreek (CR)"";578"
"2020;""IJmond (CR)"";""Zaanstreek (CR)"";505"
"2011;""IJmond (CR)"";""Groot-Amsterdam (CR)"";793"
"2012;""IJmond (CR)"";""Groot-Amsterdam (CR)"";872"
"2013;""IJmond (CR)"";""Groot-Amsterdam (CR)"";894"
"2014;""IJmond (CR)"";""Groot-Amsterdam (CR)"";1162"
"2015;""IJmond (CR)"";""Groot-Amsterdam (CR)"";1123"
"2016;""IJmond (CR)"";""Groot-Amsterdam (CR)"";1303"
"2017;""IJmond (CR)"";""Groot-Amsterdam (CR)"";1473"
"2018;""IJmond (CR)"";""Groot-Amsterdam (CR)"";1381"
"2019;""IJmond (CR)"";""Groot-Amsterdam (CR)"";1477"
"2020;""IJmond (CR)"";""Groot-Amsterdam (CR)"";1517"
"2011;""IJmond (CR)"";""Het Gooi en Vechtstreek (CR)"";47"
"2012;""IJmond (CR)"";""Het Gooi en Vechtstreek (CR)"";45"
"2013;""IJmond (CR)"";""Het Gooi en Vechtstreek (CR)"";62"
"2014;""IJmond (CR)"";""Het Gooi en Vechtstreek (CR)"";52"
"2015;""IJmond (CR)"";""Het Gooi en Vechtstreek (CR)"";63"
"2016;""IJmond (CR)"";""Het Gooi en Vechtstreek (CR)"";39"
"2017;""IJmond (CR)"";""Het Gooi en Vechtstreek (CR)"";62"
"2018;""IJmond (CR)"";""Het Gooi en Vechtstreek (CR)"";35"
"2019;""IJmond (CR)"";""Het Gooi en Vechtstreek (CR)"";66"
"2020;""IJmond (CR)"";""Het Gooi en Vechtstreek (CR)"";40"
"2011;""IJmond (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";75"
"2012;""IJmond (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";89"
"2013;""IJmond (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";80"
"2014;""IJmond (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";102"
"2015;""IJmond (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";86"
"2016;""IJmond (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";115"
"2017;""IJmond (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";94"
"2018;""IJmond (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";124"
"2019;""IJmond (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";137"
"2020;""IJmond (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";132"
"2011;""IJmond (CR)"";""Agglomeratie 's-Gravenhage (CR)"";77"
"2012;""IJmond (CR)"";""Agglomeratie 's-Gravenhage (CR)"";66"
"2013;""IJmond (CR)"";""Agglomeratie 's-Gravenhage (CR)"";67"
"2014;""IJmond (CR)"";""Agglomeratie 's-Gravenhage (CR)"";85"
"2015;""IJmond (CR)"";""Agglomeratie 's-Gravenhage (CR)"";125"
"2016;""IJmond (CR)"";""Agglomeratie 's-Gravenhage (CR)"";91"
"2017;""IJmond (CR)"";""Agglomeratie 's-Gravenhage (CR)"";132"
"2018;""IJmond (CR)"";""Agglomeratie 's-Gravenhage (CR)"";128"
"2019;""IJmond (CR)"";""Agglomeratie 's-Gravenhage (CR)"";106"
"2020;""IJmond (CR)"";""Agglomeratie 's-Gravenhage (CR)"";111"
"2011;""IJmond (CR)"";""Delft en Westland (CR)"";17"
"2012;""IJmond (CR)"";""Delft en Westland (CR)"";21"
"2013;""IJmond (CR)"";""Delft en Westland (CR)"";31"
"2014;""IJmond (CR)"";""Delft en Westland (CR)"";25"
"2015;""IJmond (CR)"";""Delft en Westland (CR)"";27"
"2016;""IJmond (CR)"";""Delft en Westland (CR)"";28"
"2017;""IJmond (CR)"";""Delft en Westland (CR)"";32"
"2018;""IJmond (CR)"";""Delft en Westland (CR)"";31"
"2019;""IJmond (CR)"";""Delft en Westland (CR)"";32"
"2020;""IJmond (CR)"";""Delft en Westland (CR)"";23"
"2011;""IJmond (CR)"";""Oost-Zuid-Holland (CR)"";12"
"2012;""IJmond (CR)"";""Oost-Zuid-Holland (CR)"";29"
"2013;""IJmond (CR)"";""Oost-Zuid-Holland (CR)"";22"
"2014;""IJmond (CR)"";""Oost-Zuid-Holland (CR)"";20"
"2015;""IJmond (CR)"";""Oost-Zuid-Holland (CR)"";41"
"2016;""IJmond (CR)"";""Oost-Zuid-Holland (CR)"";44"
"2017;""IJmond (CR)"";""Oost-Zuid-Holland (CR)"";42"
"2018;""IJmond (CR)"";""Oost-Zuid-Holland (CR)"";44"
"2019;""IJmond (CR)"";""Oost-Zuid-Holland (CR)"";23"
"2020;""IJmond (CR)"";""Oost-Zuid-Holland (CR)"";43"
"2011;""IJmond (CR)"";""Groot-Rijnmond (CR)"";99"
"2012;""IJmond (CR)"";""Groot-Rijnmond (CR)"";96"
"2013;""IJmond (CR)"";""Groot-Rijnmond (CR)"";98"
"2014;""IJmond (CR)"";""Groot-Rijnmond (CR)"";75"
"2015;""IJmond (CR)"";""Groot-Rijnmond (CR)"";108"
"2016;""IJmond (CR)"";""Groot-Rijnmond (CR)"";97"
"2017;""IJmond (CR)"";""Groot-Rijnmond (CR)"";117"
"2018;""IJmond (CR)"";""Groot-Rijnmond (CR)"";92"
"2019;""IJmond (CR)"";""Groot-Rijnmond (CR)"";113"
"2020;""IJmond (CR)"";""Groot-Rijnmond (CR)"";117"
"2011;""IJmond (CR)"";""Zuidoost-Zuid-Holland (CR)"";20"
"2012;""IJmond (CR)"";""Zuidoost-Zuid-Holland (CR)"";18"
"2013;""IJmond (CR)"";""Zuidoost-Zuid-Holland (CR)"";29"
"2014;""IJmond (CR)"";""Zuidoost-Zuid-Holland (CR)"";22"
"2015;""IJmond (CR)"";""Zuidoost-Zuid-Holland (CR)"";22"
"2016;""IJmond (CR)"";""Zuidoost-Zuid-Holland (CR)"";18"
"2017;""IJmond (CR)"";""Zuidoost-Zuid-Holland (CR)"";20"
"2018;""IJmond (CR)"";""Zuidoost-Zuid-Holland (CR)"";18"
"2019;""IJmond (CR)"";""Zuidoost-Zuid-Holland (CR)"";29"
"2020;""IJmond (CR)"";""Zuidoost-Zuid-Holland (CR)"";21"
"2011;""IJmond (CR)"";""Zeeuwsch-Vlaanderen (CR)"";14"
"2012;""IJmond (CR)"";""Zeeuwsch-Vlaanderen (CR)"";6"
"2013;""IJmond (CR)"";""Zeeuwsch-Vlaanderen (CR)"";7"
"2014;""IJmond (CR)"";""Zeeuwsch-Vlaanderen (CR)"";10"
"2015;""IJmond (CR)"";""Zeeuwsch-Vlaanderen (CR)"";2"
"2016;""IJmond (CR)"";""Zeeuwsch-Vlaanderen (CR)"";5"
"2017;""IJmond (CR)"";""Zeeuwsch-Vlaanderen (CR)"";5"
"2018;""IJmond (CR)"";""Zeeuwsch-Vlaanderen (CR)"";6"
"2019;""IJmond (CR)"";""Zeeuwsch-Vlaanderen (CR)"";7"
"2020;""IJmond (CR)"";""Zeeuwsch-Vlaanderen (CR)"";6"
"2011;""IJmond (CR)"";""Overig Zeeland (CR)"";37"
"2012;""IJmond (CR)"";""Overig Zeeland (CR)"";17"
"2013;""IJmond (CR)"";""Overig Zeeland (CR)"";11"
"2014;""IJmond (CR)"";""Overig Zeeland (CR)"";8"
"2015;""IJmond (CR)"";""Overig Zeeland (CR)"";16"
"2016;""IJmond (CR)"";""Overig Zeeland (CR)"";20"
"2017;""IJmond (CR)"";""Overig Zeeland (CR)"";19"
"2018;""IJmond (CR)"";""Overig Zeeland (CR)"";15"
"2019;""IJmond (CR)"";""Overig Zeeland (CR)"";11"
"2020;""IJmond (CR)"";""Overig Zeeland (CR)"";13"
"2011;""IJmond (CR)"";""West-Noord-Brabant (CR)"";28"
"2012;""IJmond (CR)"";""West-Noord-Brabant (CR)"";31"
"2013;""IJmond (CR)"";""West-Noord-Brabant (CR)"";44"
"2014;""IJmond (CR)"";""West-Noord-Brabant (CR)"";48"
"2015;""IJmond (CR)"";""West-Noord-Brabant (CR)"";41"
"2016;""IJmond (CR)"";""West-Noord-Brabant (CR)"";25"
"2017;""IJmond (CR)"";""West-Noord-Brabant (CR)"";35"
"2018;""IJmond (CR)"";""West-Noord-Brabant (CR)"";31"
"2019;""IJmond (CR)"";""West-Noord-Brabant (CR)"";32"
"2020;""IJmond (CR)"";""West-Noord-Brabant (CR)"";46"
"2011;""IJmond (CR)"";""Midden-Noord-Brabant (CR)"";21"
"2012;""IJmond (CR)"";""Midden-Noord-Brabant (CR)"";12"
"2013;""IJmond (CR)"";""Midden-Noord-Brabant (CR)"";22"
"2014;""IJmond (CR)"";""Midden-Noord-Brabant (CR)"";13"
"2015;""IJmond (CR)"";""Midden-Noord-Brabant (CR)"";25"
"2016;""IJmond (CR)"";""Midden-Noord-Brabant (CR)"";38"
"2017;""IJmond (CR)"";""Midden-Noord-Brabant (CR)"";30"
"2018;""IJmond (CR)"";""Midden-Noord-Brabant (CR)"";31"
"2019;""IJmond (CR)"";""Midden-Noord-Brabant (CR)"";28"
"2020;""IJmond (CR)"";""Midden-Noord-Brabant (CR)"";46"
"2011;""IJmond (CR)"";""Noordoost-Noord-Brabant (CR)"";26"
"2012;""IJmond (CR)"";""Noordoost-Noord-Brabant (CR)"";27"
"2013;""IJmond (CR)"";""Noordoost-Noord-Brabant (CR)"";32"
"2014;""IJmond (CR)"";""Noordoost-Noord-Brabant (CR)"";37"
"2015;""IJmond (CR)"";""Noordoost-Noord-Brabant (CR)"";41"
"2016;""IJmond (CR)"";""Noordoost-Noord-Brabant (CR)"";42"
"2017;""IJmond (CR)"";""Noordoost-Noord-Brabant (CR)"";36"
"2018;""IJmond (CR)"";""Noordoost-Noord-Brabant (CR)"";32"
"2019;""IJmond (CR)"";""Noordoost-Noord-Brabant (CR)"";25"
"2020;""IJmond (CR)"";""Noordoost-Noord-Brabant (CR)"";30"
"2011;""IJmond (CR)"";""Zuidoost-Noord-Brabant (CR)"";41"
"2012;""IJmond (CR)"";""Zuidoost-Noord-Brabant (CR)"";29"
"2013;""IJmond (CR)"";""Zuidoost-Noord-Brabant (CR)"";32"
"2014;""IJmond (CR)"";""Zuidoost-Noord-Brabant (CR)"";34"
"2015;""IJmond (CR)"";""Zuidoost-Noord-Brabant (CR)"";49"
"2016;""IJmond (CR)"";""Zuidoost-Noord-Brabant (CR)"";45"
"2017;""IJmond (CR)"";""Zuidoost-Noord-Brabant (CR)"";43"
"2018;""IJmond (CR)"";""Zuidoost-Noord-Brabant (CR)"";19"
"2019;""IJmond (CR)"";""Zuidoost-Noord-Brabant (CR)"";36"
"2020;""IJmond (CR)"";""Zuidoost-Noord-Brabant (CR)"";45"
"2011;""IJmond (CR)"";""Noord-Limburg (CR)"";13"
"2012;""IJmond (CR)"";""Noord-Limburg (CR)"";11"
"2013;""IJmond (CR)"";""Noord-Limburg (CR)"";13"
"2014;""IJmond (CR)"";""Noord-Limburg (CR)"";10"
"2015;""IJmond (CR)"";""Noord-Limburg (CR)"";9"
"2016;""IJmond (CR)"";""Noord-Limburg (CR)"";12"
"2017;""IJmond (CR)"";""Noord-Limburg (CR)"";12"
"2018;""IJmond (CR)"";""Noord-Limburg (CR)"";10"
"2019;""IJmond (CR)"";""Noord-Limburg (CR)"";4"
"2020;""IJmond (CR)"";""Noord-Limburg (CR)"";6"
"2011;""IJmond (CR)"";""Midden-Limburg (CR)"";8"
"2012;""IJmond (CR)"";""Midden-Limburg (CR)"";14"
"2013;""IJmond (CR)"";""Midden-Limburg (CR)"";15"
"2014;""IJmond (CR)"";""Midden-Limburg (CR)"";6"
"2015;""IJmond (CR)"";""Midden-Limburg (CR)"";9"
"2016;""IJmond (CR)"";""Midden-Limburg (CR)"";16"
"2017;""IJmond (CR)"";""Midden-Limburg (CR)"";5"
"2018;""IJmond (CR)"";""Midden-Limburg (CR)"";2"
"2019;""IJmond (CR)"";""Midden-Limburg (CR)"";8"
"2020;""IJmond (CR)"";""Midden-Limburg (CR)"";12"
"2011;""IJmond (CR)"";""Zuid-Limburg (CR)"";31"
"2012;""IJmond (CR)"";""Zuid-Limburg (CR)"";41"
"2013;""IJmond (CR)"";""Zuid-Limburg (CR)"";40"
"2014;""IJmond (CR)"";""Zuid-Limburg (CR)"";26"
"2015;""IJmond (CR)"";""Zuid-Limburg (CR)"";39"
"2016;""IJmond (CR)"";""Zuid-Limburg (CR)"";41"
"2017;""IJmond (CR)"";""Zuid-Limburg (CR)"";38"
"2018;""IJmond (CR)"";""Zuid-Limburg (CR)"";23"
"2019;""IJmond (CR)"";""Zuid-Limburg (CR)"";23"
"2020;""IJmond (CR)"";""Zuid-Limburg (CR)"";21"
"2011;""IJmond (CR)"";""Flevoland (CR)"";80"
"2012;""IJmond (CR)"";""Flevoland (CR)"";88"
"2013;""IJmond (CR)"";""Flevoland (CR)"";110"
"2014;""IJmond (CR)"";""Flevoland (CR)"";95"
"2015;""IJmond (CR)"";""Flevoland (CR)"";158"
"2016;""IJmond (CR)"";""Flevoland (CR)"";179"
"2017;""IJmond (CR)"";""Flevoland (CR)"";149"
"2018;""IJmond (CR)"";""Flevoland (CR)"";98"
"2019;""IJmond (CR)"";""Flevoland (CR)"";131"
"2020;""IJmond (CR)"";""Flevoland (CR)"";132"
"2011;""Agglomeratie Haarlem (CR)"";""Oost-Groningen (CR)"";9"
"2012;""Agglomeratie Haarlem (CR)"";""Oost-Groningen (CR)"";10"
"2013;""Agglomeratie Haarlem (CR)"";""Oost-Groningen (CR)"";9"
"2014;""Agglomeratie Haarlem (CR)"";""Oost-Groningen (CR)"";26"
"2015;""Agglomeratie Haarlem (CR)"";""Oost-Groningen (CR)"";29"
"2016;""Agglomeratie Haarlem (CR)"";""Oost-Groningen (CR)"";18"
